repo,org,datasources,teacher,eval_benchmark,swept
DCAgent/swegym-tasks-patched-upsampled_10k_glm_4.7_traces_jupiter,DCAgent,,GLM-4.7,,True
DCAgent/swesmith-datascience-skorch-sandboxes,DCAgent,swesmith,,,False
DCAgent/swesmith-glm5-awq-traces-10k,DCAgent,swesmith,GLM-5.x,,True
DCAgent/swesmith-glm5-awq-traces-10k-fixed,DCAgent,swesmith,GLM-5.x,,True
DCAgent/swesmith-sandboxes-with_tests,DCAgent,swesmith,,,False
DCAgent/swesmith-sandboxes-with_tests-25k,DCAgent,swesmith,,,False
DCAgent/swesmith-sandboxes-with_tests-gpt-5-mini-passed_glm_4.7_traces-10pct,DCAgent,swesmith,GLM-4.7,,True
DCAgent/swesmith-sandboxes-with_tests-gpt-5-mini-passed_glm_4.7_traces-3pct,DCAgent,swesmith,GLM-4.7,,True
DCAgent/swesmith-sandboxes-with_tests-gpt-5-mini-passed_glm_4.7_traces_upsampled_10k,DCAgent,swesmith,GLM-4.7,,True
DCAgent/swesmith-sandboxes-with_tests-oracle_verified,DCAgent,swesmith,,,False
DCAgent/swesmith-sandboxes-with_tests-oracle_verified_120s,DCAgent,swesmith,,,False
DCAgent/swesmith-sandboxes-with_tests_glm_4.7_traces_jupiter,DCAgent,swesmith,GLM-4.7,,True
DCAgent/swesmith_gap_sandboxes,DCAgent,swesmith,,,False
DCAgent/taskmaster2-0-1k-traces,DCAgent,,,,True
DCAgent/taskmaster2-0-3k-traces,DCAgent,,,,True
DCAgent/taskmaster2-10k-traces,DCAgent,,,,True
DCAgent/taskmaster2-1k-traces,DCAgent,,,,True
DCAgent/taskmaster2-3k-traces,DCAgent,,,,True
DCAgent/taskmaster2-gpt5mini,DCAgent,,GPT-5-mini,,False
DCAgent/tezos-sandboxes-all-unique,DCAgent,tezos,,,False
DCAgent/tezos_glm5awq_traces,DCAgent,tezos,GLM-5.x,,True
DCAgent/tulu3-sft-personas-math-sandboxes_glm_4.7_traces_jupiter,DCAgent,,GLM-4.7,,True
DCAgent/wikitable_format_conversion-qwen3-coder-480b-a35b-instruct-awq,DCAgent,,Qwen3-Coder-480B,,False
DCAgent/wikitable_format_conversion-qwen3-coder-480b-a35b-instruct-awq-traces,DCAgent,,Qwen3-Coder-480B,,True
DCAgent/wizardlm-orca-sandboxes_glm_4.7_traces_jupiter,DCAgent,,GLM-4.7,,True
DCAgent2/20260727-222003-grug-agentic-s3-step1903-grug-opencode-id-f947-traces,DCAgent2,,,,True
DCAgent2/20260728-001051-qwen3-30b-a3b-thinking-2507-qwen-opencode-swebench-f9ff-traces,DCAgent2,,Qwen3-Coder-30B,,True
DCAgent2/20260728-001051-qwen3-30b-a3b-thinking-2507-qwen-opencode-v2-a708-traces,DCAgent2,,Qwen3-Coder-30B,,True
DCAgent2/DCAgent2_autocodebench_Qwen_Qwen3-8B_20251126_151237,DCAgent2,,Qwen3,,False
DCAgent2/DCAgent2_autocodebench_Qwen_Qwen3-8B_20251202_033637,DCAgent2,,Qwen3,,False
DCAgent2/DCAgent2_autocodebench_Qwen_Qwen3-Coder-30B-A3B-Instruct_20251201_154057,DCAgent2,,Qwen3-Coder-30B,,False
DCAgent2/DCAgent2_autocodebench_Qwen_Qwen3-Coder-30B-A3B-Instruct_20251201_165040,DCAgent2,,Qwen3-Coder-30B,,False
DCAgent2/DCAgent2_autocodebench_laion_nl2bash-bugsseq_Qwen3-8B_20251127_161141,DCAgent2,,Qwen3,,False
DCAgent2/DCAgent2_autocodebench_openai_gpt-5-nano_20251202_033405,DCAgent2,,GPT-5-nano,,False
DCAgent2/DCAgent2_codepde_Qwen_Qwen3-8B_20251126_152101,DCAgent2,,Qwen3,,False
DCAgent2/DCAgent2_deveval_Qwen_Qwen3-8B_20251126_152109,DCAgent2,,Qwen3,,False
DCAgent2/DCAgent2_evoeval_Qwen_Qwen3-32B_20251205_181351,DCAgent2,,Qwen3,,False
DCAgent2/DCAgent2_evoeval_Qwen_Qwen3-8B_20251126_152115,DCAgent2,,Qwen3,,False
DCAgent2/DCAgent2_evoeval_Qwen_Qwen3-8B_20251202_035742,DCAgent2,,Qwen3,,False
DCAgent2/DCAgent2_evoeval_Qwen_Qwen3-Coder-30B-A3B-Instruct_20251201_154103,DCAgent2,,Qwen3-Coder-30B,,False
DCAgent2/DCAgent2_evoeval_Qwen_Qwen3-Coder-30B-A3B-Instruct_20251201_163103,DCAgent2,,Qwen3-Coder-30B,,False
DCAgent2/DCAgent2_evoeval_Qwen_Qwen3-Coder-30B-A3B-Instruct_20251205_135211,DCAgent2,,Qwen3-Coder-30B,,False
DCAgent2/DCAgent2_evoeval_laion_nl2bash-bugsseq_Qwen3-8B_20251127_161134,DCAgent2,,Qwen3,,False
DCAgent2/DCAgent2_evoeval_openai_gpt-5-nano_20251202_033405,DCAgent2,,GPT-5-nano,,False
DCAgent2/DCAgent2_livecodebench_nvidia_NVIDIA-Nemotron-3-Nano-30B-A3B-BF16_20260106_114341,DCAgent2,,Qwen3-Coder-30B,,False
DCAgent2/GLM-4.6-combined-traces,DCAgent2,,GLM-4.6,,True
DCAgent2/GLM-4.7-SERAlike-swesmith-25k-1samples-131k-run2,DCAgent2,swesmith,GLM-4.7,,True
DCAgent2/GLM-4.7-SERAlike-swesmith-25k-3samples-131k,DCAgent2,swesmith,GLM-4.7,,True
DCAgent2/GLM-4.7-SERAlike-swesmith-25k-full-3samples-131k,DCAgent2,swesmith,GLM-4.7,,True
DCAgent2/GLM-4.7-inferredbugs-sandboxes-maxeps-131k,DCAgent2,,GLM-4.7,,False
DCAgent2/GLM-4.7-ling-coder-sft-sandboxes-1-maxeps-131k,DCAgent2,,GLM-4.7,,False
DCAgent2/GLM-4.7-neulab-bash_textbook_tasks-maxeps-131k,DCAgent2,,GLM-4.7,,False
DCAgent2/GLM-4.7-openhands-stackexchange-tezos-sandboxes-maxeps-131k,DCAgent2,tezos,GLM-4.7,,True
DCAgent2/GLM-4.7-r2egym-patched-full-oracle-10samples-131k,DCAgent2,,GLM-4.7,,False
DCAgent2/GLM-4.7-r2egym-patched-full-oracle-1samples-131k-run2,DCAgent2,,GLM-4.7,,False
DCAgent2/GLM-4.7-r2egym-patched-full-oracle-1samples-131k-run3,DCAgent2,,GLM-4.7,,False
DCAgent2/GLM-4.7-r2egym-patched-full-oracle-1samples-131k-run4,DCAgent2,,GLM-4.7,,False
DCAgent2/GLM-4.7-r2egym-patched-full-oracle-1samples-131k-run5,DCAgent2,,GLM-4.7,,False
DCAgent2/GLM-4.7-r2egym-patched-full-oracle-1samples-131k-run6,DCAgent2,,GLM-4.7,,False
DCAgent2/GLM-4.7-r2egym-patched-full-oracle-1samples-131k-run7,DCAgent2,,GLM-4.7,,False
DCAgent2/GLM-4.7-r2egym_sandboxes-maxeps-131k,DCAgent2,,GLM-4.7,,False
DCAgent2/GLM-4.7-stackexchange-overflow-sandboxes-maxeps-131k,DCAgent2,,GLM-4.7,,False
DCAgent2/GLM-4.7-stackexchange-tezos-sandboxes-maxeps-131k,DCAgent2,tezos,GLM-4.7,,True
DCAgent2/GLM-4.7-swe_rebench-sandboxes-maxeps-131k-jup_chunk0,DCAgent2,,GLM-4.7,,False
DCAgent2/GLM-4.7-swe_rebench-sandboxes-maxeps-131k-jup_chunk1,DCAgent2,,GLM-4.7,,False
DCAgent2/GLM-4.7-swe_rebench-sandboxes-maxeps-131k-jup_chunk2,DCAgent2,,GLM-4.7,,False
DCAgent2/GLM-4.7-swe_rebench-sandboxes-maxeps-131k-jup_chunk3,DCAgent2,,GLM-4.7,,False
DCAgent2/GLM-4.7-swe_rebench-sandboxes-maxeps-131k-jup_chunk4,DCAgent2,,GLM-4.7,,False
DCAgent2/GLM-4.7-swe_rebench-sandboxes-maxeps-131k-jup_chunk5,DCAgent2,,GLM-4.7,,False
DCAgent2/GLM-4.7-swe_rebench_patched_oracle-10samples-131k,DCAgent2,,GLM-4.7,,False
DCAgent2/GLM-4.7-swe_rebench_patched_oracle-1samples-131k-run2,DCAgent2,,GLM-4.7,,False
DCAgent2/GLM-4.7-swe_rebench_patched_oracle-1samples-131k-run3,DCAgent2,,GLM-4.7,,False
DCAgent2/GLM-4.7-swesmith-sandboxes-with_tests-oracle_verified_120s-maxeps-131k,DCAgent2,swesmith,GLM-4.7,,True
DCAgent2/GLM-5.1-stackexchange-tezos-sandboxes-maxeps-32k-jup,DCAgent2,tezos,GLM-5.1,,True
DCAgent2/GPT-OSS-120B-Code-Contests-maxeps-131k,DCAgent2,,GPT-OSS,,False
DCAgent2/GPT-OSS-120B-Code-Contests-maxeps-131k-apptainer,DCAgent2,,GPT-OSS,,False
DCAgent2/Kimi-2.5-inferredbugs-sandboxes-maxeps-32k,DCAgent2,,Kimi-2.5,,False
DCAgent2/Kimi-2.5-r2egym_sandboxes-maxeps-32k,DCAgent2,,Kimi-2.5,,False
DCAgent2/Kimi-2.5-swesmith-sandboxes-with_tests-oracle_verified_120s-maxeps-32k,DCAgent2,swesmith,Kimi-2.5,,False
DCAgent2/Kimi-K2T-neulab-nnetnav-live-sandboxes-maxeps-32k,DCAgent2,,Kimi K2.0 Thinking,,False
DCAgent2/Kimi-K2T-stackexchange-unix-sandboxes-maxeps-32k,DCAgent2,,Kimi K2.0 Thinking,,False
DCAgent2/Kimi-K2T-swesmith-32ep-131k-chunk000,DCAgent2,swesmith,Kimi K2.0 Thinking,,True
DCAgent2/Kimi-K2T-swesmith-32ep-131k-chunk001,DCAgent2,swesmith,Kimi K2.0 Thinking,,True
DCAgent2/Kimi-K2T-swesmith-32ep-131k-chunk002,DCAgent2,swesmith,Kimi K2.0 Thinking,,True
DCAgent2/Kimi-K2T-swesmith-32ep-131k-chunk003,DCAgent2,swesmith,Kimi K2.0 Thinking,,True
DCAgent2/Kimi-K2T-swesmith-32ep-131k-chunk004,DCAgent2,swesmith,Kimi K2.0 Thinking,,True
DCAgent2/Kimi-K2T-swesmith-32ep-131k-chunk005,DCAgent2,swesmith,Kimi K2.0 Thinking,,True
DCAgent2/Kimi-K2T-swesmith-32ep-131k-chunk006,DCAgent2,swesmith,Kimi K2.0 Thinking,,True
DCAgent2/Kimi-K2T-swesmith-32ep-131k-chunk007,DCAgent2,swesmith,Kimi K2.0 Thinking,,True
DCAgent2/Kimi-K2T-swesmith-32ep-131k-chunk008,DCAgent2,swesmith,Kimi K2.0 Thinking,,True
DCAgent2/Kimi-K2T-swesmith-32ep-131k-chunk009,DCAgent2,swesmith,Kimi K2.0 Thinking,,True
DCAgent2/Kimi-K2T-swesmith-32ep-131k-chunk010,DCAgent2,swesmith,Kimi K2.0 Thinking,,True
DCAgent2/Kimi-K2T-swesmith-32ep-131k-chunk011,DCAgent2,swesmith,Kimi K2.0 Thinking,,True
DCAgent2/Kimi-K2T-swesmith-32ep-131k-chunk012,DCAgent2,swesmith,Kimi K2.0 Thinking,,True
DCAgent2/Kimi-K2T-swesmith-32ep-131k-chunk013,DCAgent2,swesmith,Kimi K2.0 Thinking,,True
DCAgent2/Kimi-K2T-swesmith-32ep-131k-chunk014,DCAgent2,swesmith,Kimi K2.0 Thinking,,True
DCAgent2/Kimi-K2T-swesmith-32ep-131k-chunk015,DCAgent2,swesmith,Kimi K2.0 Thinking,,True
DCAgent2/Kimi-K2T-swesmith-32ep-131k-chunk016,DCAgent2,swesmith,Kimi K2.0 Thinking,,True
DCAgent2/Kimi-K2T-swesmith-32ep-131k-chunk018,DCAgent2,swesmith,Kimi K2.0 Thinking,,True
DCAgent2/MiniMax-M2.7-stackexchange-tezos-sandboxes-maxeps-32k-jup,DCAgent2,tezos,MiniMax-M2.7,,False
DCAgent2/claude-4-5-sonnet-thinking-stackexchange-overflow-32ep-32k-traces,DCAgent2,,,,True
DCAgent2/dclm-baseline-terminal-traces,DCAgent2,,,,True
DCAgent2/freelancer-projects-100k-traces,DCAgent2,,,,True
DCAgent2/freelancer-projects-31k-traces,DCAgent2,,,,True
DCAgent2/g1_diverse_tezos_top4_10000_glm47_traces,DCAgent2,tezos,GLM-4.7,,True
DCAgent2/g1_diverse_tezos_top4_1000_glm47_traces,DCAgent2,tezos,GLM-4.7,,True
DCAgent2/g1_diverse_tezos_top4_31600_glm47_traces,DCAgent2,tezos,GLM-4.7,,True
DCAgent2/g1_diverse_tezos_top4_3160_glm47_traces,DCAgent2,tezos,GLM-4.7,,True
DCAgent2/g1_diverse_tezos_top4_316_glm47_traces,DCAgent2,tezos,GLM-4.7,,True
DCAgent2/g1_gptlong_plus_diverse_tezos_glm47_traces,DCAgent2,tezos,GLM-4.7,,True
DCAgent2/g1_top8_10000_decontam_glm47_traces,DCAgent2,,GLM-4.7,,True
DCAgent2/g1_top8_1000_decontam_glm47_traces,DCAgent2,,GLM-4.7,,True
DCAgent2/g1_top8_100k_decontam_glm47_traces,DCAgent2,,GLM-4.7,,True
DCAgent2/g1_top8_31600_decontam_glm47_traces,DCAgent2,,GLM-4.7,,True
DCAgent2/g1_top8_3160_decontam_glm47_traces,DCAgent2,,GLM-4.7,,True
DCAgent2/g1_top8_no_swebench_code_feedback_glm47_traces,DCAgent2,,GLM-4.7,,True
DCAgent2/gemini25flash-stackexchange-overflow-32ep-512k-v3-traces,DCAgent2,,,,True
DCAgent2/glm-4.6-freelancer-traces,DCAgent2,,GLM-4.6,,True
DCAgent2/glm-4.6-r2egym-traces,DCAgent2,,GLM-4.6,,True
DCAgent2/glm-4.6-stack-overflow-32ep-131k-summtrc,DCAgent2,,GLM-4.6,,False
DCAgent2/glm-4.6-stackexchange-tezos,DCAgent2,tezos,GLM-4.6,,False
DCAgent2/glm-4.6-stackexchange-tezos-traces,DCAgent2,tezos,GLM-4.6,,True
DCAgent2/glm46-glaive-code-assistant-sandboxes-maxeps-131k,DCAgent2,,GLM-4.6,,False
DCAgent2/glm46-ling-coder-sft-sandboxes-1-maxeps-131k,DCAgent2,,GLM-4.6,,False
DCAgent2/glm46-neulab-mind2web-sandboxes-maxeps-131k,DCAgent2,,GLM-4.6,,False
DCAgent2/glm46-r2egym_sandboxes-maxeps-131k,DCAgent2,,GLM-4.6,,False
DCAgent2/glm46-stackexchange-tezos-maxeps-131k,DCAgent2,tezos,GLM-4.6,,True
DCAgent2/glm46-swegym-tasks-maxeps-131k,DCAgent2,,GLM-4.6,,False
DCAgent2/gpt-oss-120B-stack-overflow-32ep-131k-summtrc,DCAgent2,,GPT-OSS,,False
DCAgent2/gpt-oss-120B-stack-overflow-maxeps-131k-zih,DCAgent2,,GPT-OSS,,False
DCAgent2/inferredbugs-GLM-4.6-32ep-131k-nosumm-traces-chunk002,DCAgent2,,GLM-4.6,,True
DCAgent2/inferredbugs-GLM-4.6-32ep-131k-nosumm-traces-chunk005,DCAgent2,,GLM-4.6,,True
DCAgent2/inferredbugs-GLM-4.6-32ep-131k-nosumm-traces-chunk006,DCAgent2,,GLM-4.6,,True
DCAgent2/minimax-m2-stack-overflow-32ep-131k-summtrc,DCAgent2,,MiniMax-M2.7,,False
DCAgent2/nemo-prism-math-sandboxes-traces-terminus-2,DCAgent2,,,,True
DCAgent2/nl2bash-gpt-5-codex-traces,DCAgent2,,,,False
DCAgent2/openthoughts-4-code-qwen3-32b-annotated-32k_qwen3-1.7B_32k_eval_8179,DCAgent2,,Qwen3,,False
DCAgent2/qwen3-coder-480B-stack-overflow-32ep-131k-summtrc,DCAgent2,,Qwen3-Coder-480B,,False
DCAgent2/stackexchange-superuser-GLM-4.6-32ep-32k-e-traces-chunk000,DCAgent2,superuser,GLM-4.6,,True
DCAgent2/stackexchange-superuser-GLM-4.6-32ep-32k-e-traces-chunk001,DCAgent2,superuser,GLM-4.6,,True
DCAgent2/stackexchange-superuser-GLM-4.6-32ep-32k-e-traces-chunk002,DCAgent2,superuser,GLM-4.6,,True
DCAgent2/stackexchange-superuser-GLM-4.6-32ep-32k-e-traces-chunk004,DCAgent2,superuser,GLM-4.6,,True
DCAgent2/stackexchange-superuser-GLM-4.6-32ep-32k-v3-traces-chunk000,DCAgent2,superuser,GLM-4.6,,True
DCAgent2/stackexchange-superuser-GLM-4.6-32ep-32k-v3-traces-chunk001,DCAgent2,superuser,GLM-4.6,,True
DCAgent2/stackexchange-superuser-GLM-4.6-32ep-32k-v3-traces-chunk002,DCAgent2,superuser,GLM-4.6,,True
DCAgent2/stackexchange-superuser-GLM-4.6-32ep-32k-v3-traces-chunk003,DCAgent2,superuser,GLM-4.6,,True
DCAgent2/stackexchange-superuser-GLM-4.6-32ep-32k-v3-traces-chunk004,DCAgent2,superuser,GLM-4.6,,True
DCAgent2/stackexchange-superuser-GLM-4.6-32ep-32k-v3-traces-chunk005,DCAgent2,superuser,GLM-4.6,,True
DCAgent2/stackexchange-superuser-GLM-4.6-32ep-32k-v3-traces-chunk006,DCAgent2,superuser,GLM-4.6,,True
DCAgent2/stackexchange-superuser-GLM-4.6-32ep-32k-v3-traces-chunk007,DCAgent2,superuser,GLM-4.6,,True
DCAgent2/stackexchange-superuser-GLM-4.6-32ep-32k-v3-traces-chunk008,DCAgent2,superuser,GLM-4.6,,True
DCAgent2/stackexchange-superuser-GLM-4.6-32ep-32k-v3-traces-chunk009,DCAgent2,superuser,GLM-4.6,,True
DCAgent2/swesmith,DCAgent2,swesmith,,,False
DCAgent2/swesmith-GLM-4.6-32ep-131k-nosumm-traces-chunk001,DCAgent2,swesmith,GLM-4.6,,True
DCAgent2/swesmith-GLM-4.6-32ep-131k-nosumm-traces-chunk002,DCAgent2,swesmith,GLM-4.6,,True
DCAgent2/swesmith-GLM-4.6-32ep-131k-nosumm-traces-chunk003,DCAgent2,swesmith,GLM-4.6,,True
DCAgent2/swesmith-GLM-4.6-32ep-131k-nosumm-traces-chunk004,DCAgent2,swesmith,GLM-4.6,,True
DCAgent2/swesmith-GLM-4.6-32ep-131k-nosumm-traces-chunk005,DCAgent2,swesmith,GLM-4.6,,True
DCAgent2/swesmith-GLM-4.6-32ep-131k-nosumm-traces-chunk006,DCAgent2,swesmith,GLM-4.6,,True
DCAgent2/swesmith-GLM-4.6-32ep-131k-nosumm-traces-chunk007,DCAgent2,swesmith,GLM-4.6,,True
DCAgent2/swesmith-GLM-4.6-32ep-131k-nosumm-traces-chunk008,DCAgent2,swesmith,GLM-4.6,,True
DCAgent2/swesmith-GLM-4.6-32ep-131k-nosumm-traces-chunk009,DCAgent2,swesmith,GLM-4.6,,True
DCAgent2/swesmith-GLM-4.6-32ep-32k-traces-chunk000,DCAgent2,swesmith,GLM-4.6,,True
DCAgent2/swesmith-GLM-4.6-32ep-32k-traces-chunk001,DCAgent2,swesmith,GLM-4.6,,True
DCAgent2/swesmith-GLM-4.6-32ep-32k-traces-chunk002,DCAgent2,swesmith,GLM-4.6,,True
DCAgent2/swesmith-GLM-4.6-32ep-32k-traces-chunk003,DCAgent2,swesmith,GLM-4.6,,True
DCAgent2/swesmith-GLM-4.6-32ep-32k-traces-chunk004,DCAgent2,swesmith,GLM-4.6,,True
DCAgent2/swesmith-GLM-4.6-32ep-32k-traces-chunk005,DCAgent2,swesmith,GLM-4.6,,True
DCAgent2/swesmith-GLM-4.6-32ep-32k-traces-chunk006,DCAgent2,swesmith,GLM-4.6,,True
DCAgent2/swesmith-GLM-4.6-32ep-32k-traces-chunk007,DCAgent2,swesmith,GLM-4.6,,True
DCAgent2/swesmith-GLM-4.6-32ep-32k-traces-chunk008,DCAgent2,swesmith,GLM-4.6,,True
DCAgent2/swesmith-GLM-4.6-32ep-32k-traces-chunk009,DCAgent2,swesmith,GLM-4.6,,True
DCAgent2/swesmith-GLM-4.6-32ep-32k-v2-traces-chunk000,DCAgent2,swesmith,GLM-4.6,,True
DCAgent2/swesmith-GLM-4.6-32ep-32k-v2-traces-chunk002,DCAgent2,swesmith,GLM-4.6,,True
DCAgent2/swesmith-GLM-4.6-32ep-32k-v2-traces-chunk003,DCAgent2,swesmith,GLM-4.6,,True
DCAgent2/swesmith-GLM-4.6-32ep-32k-v3-traces-chunk000,DCAgent2,swesmith,GLM-4.6,,True
DCAgent2/swesmith-GLM-4.6-32ep-32k-v3-traces-chunk002,DCAgent2,swesmith,GLM-4.6,,True
DCAgent2/swesmith-GLM-4.6-32ep-32k-v3-traces-chunk003,DCAgent2,swesmith,GLM-4.6,,True
DCAgent2/swesmith-GLM-4.6-32ep-32k-v3-traces-chunk004,DCAgent2,swesmith,GLM-4.6,,True
DCAgent2/swesmith-GLM-4.6-32ep-32k-v3-traces-chunk005,DCAgent2,swesmith,GLM-4.6,,True
DCAgent2/swesmith-GLM-4.6-32ep-32k-v3-traces-chunk006,DCAgent2,swesmith,GLM-4.6,,True
DCAgent2/swesmith-GLM-4.6-32ep-32k-v3-traces-chunk008,DCAgent2,swesmith,GLM-4.6,,True
DCAgent2/swesmith-GLM-4.6-32ep-32k-v3-traces-chunk009,DCAgent2,swesmith,GLM-4.6,,True
DCAgent2/swesmith-sandboxes-with_tests-31k,DCAgent2,swesmith,,,False
DCAgent2/swesmith-sandboxes-with_tests-gpt-5-mini-passed,DCAgent2,swesmith,GPT-5-mini,,False
EtashGuha/nl2bash_verified_gpt-5-nano-traces,EtashGuha,,GPT-5-nano,,True
RZ412/PersonaSignal-PersonalizedResponse-gpt-5-mini,RZ412,,GPT-5-mini,,False
RZ412/PersonaSignal-PersonalizedResponseWithPerceivabilityTest-gpt-5-mini,RZ412,,GPT-5-mini,,False
RZ412/db-test-traces,RZ412,,,,True
RZ412/inferredbugs-10-traces,RZ412,,,,False
RZ412/inferredbugs-sandboxes-traces-terminus-2,RZ412,,,,True
RZ412/inferredbugs-traces-10,RZ412,,,,False
RZ412/inferredbugs-traces-sft,RZ412,,,,False
RZ412/opencode_sft_traces,RZ412,,,,True
RZ412/test_harbor_trace,RZ412,,,,True
RZ412/test_harbor_trace-summarization-1-answers,RZ412,,,,True
RZ412/test_harbor_trace-summarization-1-questions,RZ412,,,,True
RZ412/test_harbor_trace-summarization-1-summary,RZ412,,,,True
RZ412/test_harbor_trace-summarization-10-questions,RZ412,,,,True
RZ412/test_harbor_trace-summarization-10-summary,RZ412,,,,True
RZ412/test_harbor_trace-summarization-12-questions,RZ412,,,,True
RZ412/test_harbor_trace-summarization-12-summary,RZ412,,,,True
RZ412/test_harbor_trace-summarization-13-questions,RZ412,,,,True
RZ412/test_harbor_trace-summarization-13-summary,RZ412,,,,True
RZ412/test_harbor_trace-summarization-14-questions,RZ412,,,,True
RZ412/test_harbor_trace-summarization-14-summary,RZ412,,,,True
RZ412/test_harbor_trace-summarization-15-questions,RZ412,,,,True
RZ412/test_harbor_trace-summarization-15-summary,RZ412,,,,True
RZ412/test_harbor_trace-summarization-2-answers,RZ412,,,,True
RZ412/test_harbor_trace-summarization-2-questions,RZ412,,,,True
RZ412/test_harbor_trace-summarization-2-summary,RZ412,,,,True
RZ412/test_harbor_trace-summarization-3-answers,RZ412,,,,True
RZ412/test_harbor_trace-summarization-3-questions,RZ412,,,,True
RZ412/test_harbor_trace-summarization-3-summary,RZ412,,,,True
RZ412/test_harbor_trace-summarization-4-answers,RZ412,,,,True
RZ412/test_harbor_trace-summarization-4-questions,RZ412,,,,True
RZ412/test_harbor_trace-summarization-4-summary,RZ412,,,,True
RZ412/test_harbor_trace-summarization-5-questions,RZ412,,,,True
RZ412/test_harbor_trace-summarization-5-summary,RZ412,,,,True
RZ412/test_harbor_trace-summarization-6-questions,RZ412,,,,True
RZ412/test_harbor_trace-summarization-6-summary,RZ412,,,,True
RZ412/test_harbor_trace-summarization-7-questions,RZ412,,,,True
RZ412/test_harbor_trace-summarization-7-summary,RZ412,,,,True
RZ412/test_harbor_trace-summarization-8-questions,RZ412,,,,True
RZ412/test_harbor_trace-summarization-8-summary,RZ412,,,,True
RZ412/test_harbor_trace-summarization-9-questions,RZ412,,,,True
RZ412/test_harbor_trace-summarization-9-summary,RZ412,,,,True
SankalpKJ/swesmith-oracle-filtered,SankalpKJ,swesmith,,,False
SankalpKJ/swesmith-patched,SankalpKJ,swesmith,,,False
laion/Qwen3-32B_hero_run_4_code_32k-sharegpt,laion,,Qwen3,,False
laion/a1-nemotron-bash-withtests-swe100-20260805-traces,laion,,,,True
laion/a1-nemotron-cpp-swe100-20260805-traces,laion,,,,True
laion/a1-nemotron-pytest-swe100-20260805-traces,laion,,,,True
laion/a1-stack-go-swe100-20260805-traces,laion,,,,True
laion/a1-swegym-openhands-swe100-20260805-traces,laion,,,,True
laion/exp_rpt_stack-dockerfile-gpt5mini-v2,laion,,GPT-5-mini,,False
laion/exp_rpt_stack-pytest-synthetic-gpt5nano-v2,laion,,GPT-5-nano,,False
laion/exp_rpt_stack-pytest-synthetic-gpt5nano-v3,laion,,GPT-5-nano,,False
laion/flawed-summ-r1-dev-v2-qwen3-32b-traces,laion,,Qwen3,,True
laion/glm47-fixthink-dev-v2-terminus2-harbor-e0e80550-traces,laion,,GLM-4.7,,True
laion/glm47-fixthink-swebench-complete-20260818-traces,laion,,GLM-4.7,,True
laion/gptlong-continue-gptlongtezos-step6010-qwen3-32b-swe100-20260804-traces,laion,tezos,Qwen3,,True
laion/gptlong-continue-nemotron-terminal-step4200-qwen3-32b-swe100-20260805-traces,laion,,Qwen3,,True
laion/gptlong-continue-nemotron-terminal-step5400-qwen3-32b-swe100-20260805-traces,laion,,Qwen3,,True
laion/grug-agentic-eval-v2-traces,laion,,,,False
laion/grug-agentic-s3-step1903-agentic-evals-traces,laion,,,,True
laion/grug-agentic-s3-step1903-repaired-eval-traces,laion,,,,True
laion/marin-qwen36-nemosci-terminus2-b200-parity-artifacts,laion,,Qwen3,,False
laion/marin-qwen36-nemosci-terminus2-b200-parity-configs,laion,,Qwen3,,False
laion/openthoughts-4-code-qwen3-32b-32k-annotated,laion,,Qwen3,,False
laion/openthoughts-4-code-qwen3-32b-7k-annotated-sharegpt,laion,,Qwen3,,False
laion/openthoughts-4-math-qwen3-32b-7k-annotated-sharegpt,laion,,Qwen3,,False
laion/rl-analysis-issue-8481,laion,issue,,,False
laion/rl__24GPU_base_excl_timeouts__exp_rpt_pymethods2test-large__GLM-4_7-swesmith-san__40-0-traces,laion,swesmith,GLM-4.7,,True
laion/rl__24GPU_base_lr5e-6__exp_rpt_pymethods2test-large__GLM-4_7-swesmith-san__40-0-traces,laion,swesmith,GLM-4.7,,True
laion/swesmith-coldstart-2ep-8B-swebench-traces,laion,swesmith,,,True
laion/swesmith-unified,laion,swesmith,,,True
laion/swesmith-unified-1000,laion,swesmith,,,True
laion/swesmith-unified-10000,laion,swesmith,,,True
laion/swesmith-unified-100000,laion,swesmith,,,True
laion/swesmith-unified-316,laion,swesmith,,,True
laion/swesmith-unified-3160,laion,swesmith,,,True
laion/swesmith-unified-31600,laion,swesmith,,,True
laion/tezos100k-continue-gptlongtezos-step6010-qwen3-32b-swe100-20260804-traces,laion,tezos,Qwen3,,True
marianna13/superuser,marianna13,superuser,,,False
marianna13/swesmith-glm5-awq-traces-10k,marianna13,swesmith,GLM-5.x,,True
marin-community/OpenThoughts4-1.2M-Qwen3-32B,marin-community,,Qwen3,,False
marin-community/glm-5.2-kernelgym-rollouts,marin-community,,GLM-5.2,,False
marin-community/open-thoughts-4-11k-math-qwen3-235b-a22b-agreed-answers,marin-community,,Qwen3,,False
marin-community/open-thoughts-4-11k-math-qwen3-32b-agreed-answers,marin-community,,Qwen3,,False
marin-community/open-thoughts-4-128-math-glm5-annotated-32768-tokens,marin-community,,GLM-5.x,,False
marin-community/open-thoughts-4-128-math-gpt-oss-120b-high-annotated-32768-tokens,marin-community,,GPT-OSS,,False
marin-community/open-thoughts-4-128-math-kimi-k2pt5-annotated-32768-tokens-n8-reformatted,marin-community,,Kimi K2.0 Thinking,,False
