repo,org,datasources,teacher,eval_benchmark,candidate,swept
DCAgent2/dcagent-dev-set-71-tasks-dcagent-taskmaster2-banana-20251112-002245,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-dcagent-taskmaster2-gpt5mini-20251112-134650,DCAgent2,,GPT-5-mini,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-dcagent-taskmaster2-gpt5mini-global-batch-size-16-202-49984422,DCAgent2,,GPT-5-mini,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-dcagent-tbench-oracle-solutions-terminus-20251112-152130,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-dcagent-test-sft-qwen3-32k-base-no-eval-qwen3-8b-2025-73249165,DCAgent2,,Qwen3,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-dcagent-wikitable-format-conversion-qwen3-coder-480b-87709699,DCAgent2,,Qwen3-Coder-480B,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-dcagent-wikitable-format-conversion-qwen3-coder-480b-96734703,DCAgent2,,Qwen3-Coder-480B,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-dcagent2-codeforces-glm-4-6-traces-32ep-32k-1-2-4-dv-48137383,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-dcagent2-freelancer-projects-100k-traces-20251124-130916,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-dcagent2-freelancer-projects-31k-traces-20251120-143150,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-dcagent2-freelancer-t256s-32ep-hub-model-id-freelance-29636502,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-dcagent2-glm-4-6-stackexchange-overflow-sandboxes-32e-71853006,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-dcagent2-inferredbugs-glm-4-6-32ep-32k-20251118-010613,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-dcagent2-inferredbugs-glm-4-6-32ep-65k-20251118-011246,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-dcagent2-neulab-code-feedback-sandboxes-traces-termin-11503545,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-dcagent2-neulab-mind2web-sandboxes-traces-terminus-2-95432547,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-dcagent2-neulab-synatra-sandboxes-traces-terminus-2-h-15977947,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-dcagent2-nl2bash-stack-over5050-20251124-130917,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-dcagent2-nl2bash-stack-undr3070-20251124-130913,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-dcagent2-nl2bash-stack-undr7030-20251124-130912,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-dcagent2-nl2bash-stackseq-20251124-130912,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-dcagent2-nl2bash-stackshuffle-20251124-130915,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-dcagent2-nl2bash-verified-glm-4-6-traces-32ep-32k-5ep-14442499,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-dcagent2-nl2bash-verified-glm-4-6-traces-32ep-32k-5ep-21038439,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-dcagent2-nl2bash-verified-glm-4-6-traces-32ep-32k-5ep-21272801,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-dcagent2-nl2bash-verified-glm-4-6-traces-32ep-32k-5ep-35166371,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-dcagent2-nl2bash-verified-glm-4-6-traces-32ep-32k-5ep-43584062,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-dcagent2-nl2bash-verified-glm-4-6-traces-32ep-32k-5ep-84034340,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-dcagent2-nl2bash-verified-glm-4-6-traces-32ep-32k-5ep-90112269,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-dcagent2-nl2bash-verified-glm-4-6-traces-32ep-32k-5ep-90369368,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-dcagent2-nl2bash-verified-glm-4-6-traces-32ep-32k-5ep-93955357,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-dcagent2-nl2bash-verified-glm-4-6-traces-32ep-32k-7ep-44417975,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-dcagent2-nl2bash-verified-glm-4-6-traces-32ep-32k-7ep-86006517,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-dcagent2-nl2bash-verified-glm-4-6-traces-32ep-32k-7ep-93594621,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-dcagent2-nl2bash-verified-glm-4-6-traces-32ep-32k-8ep-87176921,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-dcagent2-nl2bash-verified-glm-4-6-traces-32ep-32k-8ep-90088307,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-dcagent2-nl2bash-verified-glm-4-6-traces-32ep-32k-8ep-98710133,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-dcagent2-nl2bash-verified-glm-4-6-traces-32ep-32k-ab2-73123708,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-dcagent2-nl2bash-verified-glm-4-6-traces-32ep-32k-glo-11548239,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-dcagent2-nl2bash-verified-glm-4-6-traces-32ep-32k-glo-12203121,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-dcagent2-nl2bash-verified-glm-4-6-traces-32ep-32k-glo-14371004,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-dcagent2-nl2bash-verified-glm-4-6-traces-32ep-32k-glo-79569376,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-dcagent2-nl2bash-verified-glm-4-6-traces-32ep-32k-glo-84916881,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-dcagent2-nl2bash-verified-glm-4-6-traces-32ep-32k-glo-91874518,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-dcagent2-nl2bash-verified-glm-4-6-traces-32ep-32k-glo-93756640,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-dcagent2-nl2bash-verified-glm-4-6-traces-32ep-32k-wd0-29344989,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-dcagent2-nl2bash-verified-glm-4-6-traces-32ep-32k-wd0-50209506,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-dcagent2-nl2bash-verified-glm-4-6-traces-32ep-32k-wd0-64399750,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-dcagent2-nl2bash-verified-glm-4-6-traces-32ep-32k-wd0-64744799,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-dcagent2-nl2bash-verified-glm-4-6-traces-32ep-32k-wd0-96870314,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-dcagent2-nl2bash-verified-glm-4-6-traces-32ep-32k-wr0-35126547,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-dcagent2-nl2bash-verified-glm-4-6-traces-32ep-32k-wr0-56270068,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-dcagent2-nl2bash-verified-glm-4-6-traces-32ep-32k-wr0-58980781,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-dcagent2-nl2bash-verified-glm-4-6-traces-32ep-32k-wr0-62242208,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-dcagent2-nl2bash-verified-glm-4-6-traces-32ep-32k-wr0-64087495,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-dcagent2-nl2bash-verified-glm-4-6-traces-32ep-32k-wr0-64186262,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-dcagent2-nl2bash-verified-glm-4-6-traces-32ep-32k-wr0-74104784,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-dcagent2-nl2bash-verified-glm-4-6-traces-32ep-32k-wr0-80341652,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-dcagent2-stack-nl2bashseq-20251124-130912,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-dcagent2-taskmaster2-1ep-hub-model-id-taskmaster2-1ep-29142467,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-dcagent2-taskmaster2-8ep-hub-model-id-taskmaster2-8ep-72442756,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-dcagent2-taskmaster2-glm-4-6-32ep-32k-20251118-010155,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-all-puzzles-sandboxes-traces-termin-19011365,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-all-puzzles-sandboxes-traces-termin-23003639,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-all-puzzles-sandboxes-traces-termin-44012860,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-all-puzzles-sandboxes-traces-termin-49144564,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-all-puzzles-sandboxes-traces-termin-91692707,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-code-contests-sandboxes-traces-term-11938251,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-code-contests-sandboxes-traces-term-12000653,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-code-contests-sandboxes-traces-term-20281136,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-code-contests-sandboxes-traces-term-21403847,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-code-contests-sandboxes-traces-term-24926315,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-code-contests-sandboxes-traces-term-24937008,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-code-contests-sandboxes-traces-term-26544338,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-code-contests-sandboxes-traces-term-27698658,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-code-contests-sandboxes-traces-term-42508587,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-code-contests-sandboxes-traces-term-49243738,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-code-contests-sandboxes-traces-term-60805592,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-code-contests-sandboxes-traces-term-65604100,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-code-contests-sandboxes-traces-term-66706092,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-code-contests-sandboxes-traces-term-69323143,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-code-contests-sandboxes-traces-term-84248747,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-code-contests-sandboxes-traces-term-88264959,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-codeforces-sandboxes-traces-terminu-14593335,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-codeforces-sandboxes-traces-terminu-36952885,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-codeforces-sandboxes-traces-terminu-65195698,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-defects4j-sandboxes-traces-terminus-89945772,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-freelancer-projects-sandboxes-trace-13136386,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-freelancer-projects-sandboxes-trace-45431223,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-freelancer-projects-sandboxes-trace-52237822,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-inferredbugs-sandboxes-traces-termi-15085607,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-inferredbugs-sandboxes-traces-termi-16005147,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-inferredbugs-sandboxes-traces-termi-19186344,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-inferredbugs-sandboxes-traces-termi-19269540,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-inferredbugs-sandboxes-traces-termi-19315895,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-inferredbugs-sandboxes-traces-termi-19467635,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-inferredbugs-sandboxes-traces-termi-22420491,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-inferredbugs-sandboxes-traces-termi-27063322,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-inferredbugs-sandboxes-traces-termi-28073526,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-inferredbugs-sandboxes-traces-termi-29545283,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-inferredbugs-sandboxes-traces-termi-32594209,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-inferredbugs-sandboxes-traces-termi-42989741,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-inferredbugs-sandboxes-traces-termi-50244337,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-inferredbugs-sandboxes-traces-termi-52749334,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-inferredbugs-sandboxes-traces-termi-53329893,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-inferredbugs-sandboxes-traces-termi-54169526,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-inferredbugs-sandboxes-traces-termi-54773816,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-inferredbugs-sandboxes-traces-termi-56134447,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-inferredbugs-sandboxes-traces-termi-56523099,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-inferredbugs-sandboxes-traces-termi-58335927,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-inferredbugs-sandboxes-traces-termi-59606064,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-inferredbugs-sandboxes-traces-termi-62928338,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-inferredbugs-sandboxes-traces-termi-63987400,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-inferredbugs-sandboxes-traces-termi-68187161,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-inferredbugs-sandboxes-traces-termi-72122589,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-inferredbugs-sandboxes-traces-termi-74742854,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-inferredbugs-sandboxes-traces-termi-79957180,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-inferredbugs-sandboxes-traces-termi-81154608,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-inferredbugs-sandboxes-traces-termi-88528442,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-inferredbugs-sandboxes-traces-termi-91000793,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-inferredbugs-sandboxes-traces-termi-92365531,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-inferredbugs-sandboxes-traces-termi-92966024,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-inferredbugs-sandboxes-traces-termi-93538806,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-inferredbugs-sandboxes-traces-termi-94209939,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-inferredbugs-sandboxes-traces-termi-95539522,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-inferredbugs-sandboxes-traces-termi-95735950,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-inferredbugs-sandboxes-traces-termi-97563393,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-inferredbugs-sandboxes-traces-termi-98697596,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-nemo-prism-math-sandboxes-traces-te-14268559,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-nemo-prism-math-sandboxes-traces-te-14700889,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-nemo-prism-math-sandboxes-traces-te-15084731,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-nemo-prism-math-sandboxes-traces-te-15403220,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-nemo-prism-math-sandboxes-traces-te-15659360,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-nemo-prism-math-sandboxes-traces-te-16309298,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-nemo-prism-math-sandboxes-traces-te-16575789,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-nemo-prism-math-sandboxes-traces-te-19890435,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-nemo-prism-math-sandboxes-traces-te-21228199,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-nemo-prism-math-sandboxes-traces-te-24867165,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-nemo-prism-math-sandboxes-traces-te-25104744,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-nemo-prism-math-sandboxes-traces-te-26778565,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-nemo-prism-math-sandboxes-traces-te-29298657,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-nemo-prism-math-sandboxes-traces-te-31850565,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-nemo-prism-math-sandboxes-traces-te-33860875,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-nemo-prism-math-sandboxes-traces-te-35055400,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-nemo-prism-math-sandboxes-traces-te-35868062,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-nemo-prism-math-sandboxes-traces-te-37422510,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-nemo-prism-math-sandboxes-traces-te-41544764,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-nemo-prism-math-sandboxes-traces-te-41813897,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-nemo-prism-math-sandboxes-traces-te-44661128,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-nemo-prism-math-sandboxes-traces-te-49687012,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-nemo-prism-math-sandboxes-traces-te-54700262,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-nemo-prism-math-sandboxes-traces-te-55223595,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-nemo-prism-math-sandboxes-traces-te-56175656,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-nemo-prism-math-sandboxes-traces-te-59804130,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-nemo-prism-math-sandboxes-traces-te-63720377,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-nemo-prism-math-sandboxes-traces-te-64102019,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-nemo-prism-math-sandboxes-traces-te-69001989,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-nemo-prism-math-sandboxes-traces-te-69646230,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-nemo-prism-math-sandboxes-traces-te-69812339,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-nemo-prism-math-sandboxes-traces-te-70598685,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-nemo-prism-math-sandboxes-traces-te-79168370,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-nemo-prism-math-sandboxes-traces-te-79499808,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-nemo-prism-math-sandboxes-traces-te-87108147,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-nemo-prism-math-sandboxes-traces-te-92001294,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-nemo-prism-math-sandboxes-traces-te-98004010,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-qasper-sandboxes-traces-terminus-2-76007211,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-qasper-sandboxes-traces-terminus-2-82790591,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-stackexchange-overflow-sandboxes-tr-21470290,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-stackexchange-overflow-sandboxes-tr-25609179,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-stackexchange-overflow-sandboxes-tr-26069189,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-stackexchange-overflow-sandboxes-tr-33788941,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-stackexchange-overflow-sandboxes-tr-40005081,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-stackexchange-overflow-sandboxes-tr-49054569,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-stackexchange-overflow-sandboxes-tr-56282867,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-stackexchange-overflow-sandboxes-tr-64279638,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-stackexchange-overflow-sandboxes-tr-73651700,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-stackexchange-overflow-sandboxes-tr-75716326,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-stackexchange-overflow-sandboxes-tr-83001992,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-stackexchange-tezos-sandboxes-trace-31259974,DCAgent2,tezos,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-staqc-sandboxes-traces-terminus-2-2-70646985,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-swesmith-with-plain-docker-sandboxe-53004108,DCAgent2,swesmith,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-mlfoundations-dev-taskmaster2-sandboxes-traces-termin-32819686,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-openai-gpt-5-mini-20251120-140714,DCAgent2,,GPT-5-mini,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-penfever-glm-4-6-codeforces-32ep-32k-20251113-105749,DCAgent2,,,dev_set,False,False
DCAgent2/dcagent-dev-set-71-tasks-penfever-glm-4-6-codeforces-32ep-32k-20251113-151915,DCAgent2,,,dev_set,False,False
